NON $ % + -
#NON	b	a	c	d
0.0	0.41915087842929355	0.18749662978062165	0.7954185113956279	0.4669326892786656
0.5050505050505051	0.2150240268274319	0.20525532091472323	0.36209011017507897	0.14992839795654214
1.0101010101010102	0.10983683189991475	0.16441299971855527	0.16375024462245014	0.0530461696340976
1.5151515151515151	0.055633365774131215	0.11684487571772166	0.07357231664566175	0.020463526071507334
2.0202020202020203	0.027922255782868055	0.07844319805921786	0.032872582630979155	0.008451814192459698
2.5252525252525255	0.01389451993880872	0.05116826349020505	0.014620703141280184	0.0036644819421699434
3.0303030303030303	0.006860584027626229	0.032892050872978355	0.0064780623897891096	0.0016396032735156822
3.5353535353535355	0.0033635778794672134	0.020988813405235552	0.0028608213154078348	0.0007472820270449441
4.040404040404041	0.0016383185826923023	0.013343256920705843	0.0012596800885170416	0.00034382927964094124
4.545454545454546	0.000793116128708514	0.008464861535783049	0.0005531721916424799	0.00015877686106284314
5.050505050505051	0.00038175169537829433	0.005361898407733619	0.00024231573269208626	7.333146938985131e-05
5.555555555555556	0.00018276121832966317	0.003391555167922982	0.00010590176223912245	3.380559427148401e-05
6.0606060606060606	8.70534730156785e-05	0.00214197086141899	4.6183372008467686e-05	1.553927569113104e-05
6.565656565656566	4.12712069472687e-05	0.0013505213223915767	2.0101308061379543e-05	7.119591420617871e-06
7.070707070707071	1.9476105354237895e-05	0.0008499536002318987	8.729942826115332e-06	3.2501163118219464e-06
7.575757575757576	9.151821124478095e-06	0.000533890166900322	3.7840505169883875e-06	1.4785746962393669e-06
8.080808080808081	4.283852285058494e-06	0.0003347224889783454	1.6375687923536855e-06	6.705663300690012e-07
8.585858585858587	1.9997219595119287e-06	0.00020945747428046323	7.087443962724262e-07	3.0358741853662606e-07
9.090909090909092	9.299572746346837e-07	0.0001308575178577783	3.060259614246152e-07	1.3701458112555546e-07
9.595959595959597	4.3140404659019156e-07	8.160284106945323e-05	1.321533760443029e-07	6.174336682285848e-08
10.101010101010102	1.9955148712213953e-07	5.083009122666911e-05	5.697603641857008e-08	2.7768541092717657e-08
10.606060606060607	9.230164503277562e-08	3.1622466937452465e-05	2.467542360235453e-08	1.2509874448921024e-08
11.111111111111112	4.251229401158376e-08	1.964035555068757e-05	1.0622522411268377e-08	5.610865505259748e-09
11.616161616161618	1.9629360995296713e-08	1.2197640021888596e-05	4.62174771645072e-09	2.5310463867286336e-09
12.121212121212121	9.115774469695889e-09	7.591933123558518e-06	2.034098834457662e-09	1.1533289758986596e-09
12.626262626262626	4.097068343858182e-09	4.709784705292988e-06	8.140487532597599e-10	5.014827923835342e-10
13.131313131313131	1.867824756242634e-09	2.9066842470434517e-06	3.5218807145385315e-10	2.2126650491906963e-10
13.636363636363637	nan	nan	nan	nan
14.141414141414142	nan	nan	nan	nan
14.646464646464647	nan	nan	nan	nan
15.151515151515152	nan	nan	nan	nan
15.656565656565657	nan	nan	nan	nan
16.161616161616163	nan	nan	nan	nan
16.666666666666668	nan	nan	nan	nan
17.171717171717173	nan	nan	nan	nan
17.67676767676768	nan	nan	nan	nan
18.181818181818183	nan	nan	nan	nan
18.68686868686869	nan	nan	nan	nan
19.191919191919194	nan	nan	nan	nan
19.6969696969697	nan	nan	nan	nan
20.202020202020204	nan	nan	nan	nan
20.70707070707071	nan	nan	nan	nan
21.212121212121215	nan	nan	nan	nan
21.71717171717172	nan	nan	nan	nan
22.222222222222225	nan	nan	nan	nan
22.72727272727273	nan	nan	nan	nan
23.232323232323235	nan	nan	nan	nan
23.73737373737374	nan	nan	nan	nan
24.242424242424242	nan	nan	nan	nan
24.747474747474747	nan	nan	nan	nan
25.252525252525253	nan	nan	nan	nan
25.757575757575758	nan	nan	nan	nan
26.262626262626263	nan	nan	nan	nan
26.767676767676768	nan	nan	nan	nan
27.272727272727273	nan	nan	nan	nan
27.77777777777778	nan	nan	nan	nan
28.282828282828284	nan	nan	nan	nan
28.78787878787879	nan	nan	nan	nan
29.292929292929294	nan	nan	nan	nan
29.7979797979798	nan	nan	nan	nan
30.303030303030305	nan	nan	nan	nan
30.80808080808081	nan	nan	nan	nan
31.313131313131315	nan	nan	nan	nan
31.81818181818182	nan	nan	nan	nan
32.323232323232325	nan	nan	nan	nan
32.82828282828283	nan	nan	nan	nan
33.333333333333336	nan	nan	nan	nan
33.83838383838384	nan	nan	nan	nan
34.343434343434346	nan	nan	nan	nan
34.84848484848485	nan	nan	nan	nan
35.35353535353536	nan	nan	nan	nan
35.85858585858586	nan	nan	nan	nan
36.36363636363637	nan	nan	nan	nan
36.86868686868687	nan	nan	nan	nan
37.37373737373738	nan	nan	nan	nan
37.87878787878788	nan	nan	nan	nan
38.38383838383839	nan	nan	nan	nan
38.88888888888889	nan	nan	nan	nan
39.3939393939394	nan	nan	nan	nan
39.8989898989899	nan	nan	nan	nan
40.40404040404041	nan	nan	nan	nan
40.909090909090914	nan	nan	nan	nan
41.41414141414142	nan	nan	nan	nan
41.919191919191924	nan	nan	nan	nan
42.42424242424243	nan	nan	nan	nan
42.929292929292934	nan	nan	nan	nan
43.43434343434344	nan	nan	nan	nan
43.939393939393945	nan	nan	nan	nan
44.44444444444445	nan	nan	nan	nan
44.949494949494955	nan	nan	nan	nan
45.45454545454546	nan	nan	nan	nan
45.959595959595966	nan	nan	nan	nan
46.46464646464647	nan	nan	nan	nan
46.969696969696976	nan	nan	nan	nan
47.47474747474748	nan	nan	nan	nan
47.979797979797986	nan	nan	nan	nan
48.484848484848484	nan	nan	nan	nan
48.98989898989899	nan	nan	nan	nan
49.494949494949495	nan	nan	nan	nan
50.0	nan	nan	nan	nan
