,,,Slide ID,d,a,b,c
C1,no,Insulin,43.939393939393945,0.13459190788094305,0.13943755449831075,0.01404425854083337,0.21457525206526254
C1,no,Insulin,44.44444444444445,0.13459190788093425,0.13943755449830517,0.01404425854084166,0.21457525206526254
C1,no,Insulin,44.949494949494955,0.13459190788092545,0.13943755449829962,0.01404425854084995,0.2145752520652625
C1,no,Insulin,45.45454545454546,0.13459190788091666,0.13943755449829406,0.014044258540858242,0.2145752520652625
C1,no,Insulin,45.959595959595966,0.13459190788090786,0.1394375544982885,0.014044258540866533,0.2145752520652625
C1,no,Insulin,46.46464646464647,0.13459190788089906,0.13943755449828296,0.014044258540874823,0.21457525206526248
C1,no,Insulin,46.969696969696976,0.13459190788089026,0.1394375544982774,0.014044258540883113,0.21457525206526248
C1,no,Insulin,47.47474747474748,0.13459190788088146,0.13943755449827186,0.014044258540891403,0.21457525206526248
C1,no,Insulin,47.979797979797986,0.13459190788087266,0.13943755449826628,0.014044258540899695,0.21457525206526246
C1,no,Insulin,48.484848484848484,0.13459190788086386,0.13943755449826073,0.014044258540907986,0.21457525206526246
C1,no,Insulin,48.98989898989899,0.13459190788085507,0.13943755449825518,0.014044258540916276,0.21457525206526246
C1,no,Insulin,49.494949494949495,0.13459190788084627,0.13943755449824963,0.014044258540924566,0.21457525206526243
C1,no,Insulin,50.0,0.13459190788083747,0.13943755449824408,0.014044258540932856,0.21457525206526243
