NON $ % + - .
#NON	b	c	e	a	d
18.68686868686869	2.022572937109538e-08	2.4427065995899354e-08	3.5848691245024306e-09	2.212758855220198e-05	2.4486632810959562e-08
19.191919191919194	1.2326860226564583e-08	1.534365252864282e-08	2.113738903318951e-09	1.704915622869405e-05	1.5620330390409082e-08
19.6969696969697	7.609820568799347e-09	9.71052811712266e-09	1.270300014731022e-09	1.3096363083822398e-05	1.0018962213147473e-08
20.202020202020204	4.7128562891042515e-09	6.154056993860351e-09	7.672214991282923e-10	1.0032002468800417e-05	6.430081450528706e-09
20.70707070707071	2.929103361066075e-09	3.914339448087216e-09	4.6472971810970205e-10	7.696890732937933e-06	4.141388619892692e-09
21.212121212121215	1.820354396424779e-09	2.4898143577258502e-09	2.8134178921205147e-10	5.907643664055632e-06	2.6676061039012084e-09
21.71717171717172	1.134155916368986e-09	1.587250300204658e-09	1.7075868637402708e-10	4.540038961552694e-06	1.7219543946149223e-09
22.222222222222225	7.07372354010849e-10	1.0127825361742845e-09	1.0373553499338635e-10	3.490114074362949e-06	1.112482481890649e-09
22.72727272727273	4.405816276521589e-10	6.453848350718929e-10	6.290423266816571e-11	2.6808219222837848e-06	7.178376829703176e-10
23.232323232323235	2.734474990579009e-10	4.101533318829276e-10	3.795062906165651e-11	2.05848062364488e-06	4.6211714976574366e-10
23.73737373737374	1.6304800141717047e-10	2.5276934083679793e-10	2.1688564145588088e-11	1.5770353451242736e-06	2.897118230310534e-10
24.242424242424242	8.927025956363789e-11	1.4581163911556267e-10	1.10146472588414e-11	1.191134223830078e-06	1.714550489600018e-10
24.747474747474747	4.062427307852254e-11	7.361360375968405e-11	4.161395584573947e-12	8.756589796319066e-07	9.064476467298596e-11
25.252525252525253	1.7072150037532492e-11	3.483323387498857e-11	1.3062485616398485e-12	6.172491274564919e-07	4.514366058245125e-11
25.757575757575758	6.409936672487526e-12	1.5036627616632966e-11	2.719495166964112e-13	4.146301120649815e-07	2.067723232831485e-11
26.262626262626263	3.498391801049083e-12	7.727626043578867e-12	2.2068831998272618e-13	2.8857450051220285e-07	1.0679669436387522e-11
26.767676767676768	nan	nan	nan	nan	nan
27.272727272727273	nan	nan	nan	nan	nan
27.77777777777778	nan	nan	nan	nan	nan
28.282828282828284	nan	nan	nan	nan	nan
28.78787878787879	nan	nan	nan	nan	nan
29.292929292929294	nan	nan	nan	nan	nan
29.7979797979798	nan	nan	nan	nan	nan
30.303030303030305	nan	nan	nan	nan	nan
30.80808080808081	nan	nan	nan	nan	nan
31.313131313131315	nan	nan	nan	nan	nan
31.81818181818182	nan	nan	nan	nan	nan
32.323232323232325	nan	nan	nan	nan	nan
32.82828282828283	nan	nan	nan	nan	nan
33.333333333333336	nan	nan	nan	nan	nan
33.83838383838384	nan	nan	nan	nan	nan
34.343434343434346	nan	nan	nan	nan	nan
34.84848484848485	nan	nan	nan	nan	nan
35.35353535353536	nan	nan	nan	nan	nan
35.85858585858586	nan	nan	nan	nan	nan
36.36363636363637	nan	nan	nan	nan	nan
36.86868686868687	nan	nan	nan	nan	nan
37.37373737373738	nan	nan	nan	nan	nan
37.87878787878788	nan	nan	nan	nan	nan
38.38383838383839	nan	nan	nan	nan	nan
38.88888888888889	nan	nan	nan	nan	nan
39.3939393939394	nan	nan	nan	nan	nan
39.8989898989899	nan	nan	nan	nan	nan
40.40404040404041	nan	nan	nan	nan	nan
40.909090909090914	nan	nan	nan	nan	nan
41.41414141414142	nan	nan	nan	nan	nan
41.919191919191924	nan	nan	nan	nan	nan
42.42424242424243	nan	nan	nan	nan	nan
42.929292929292934	nan	nan	nan	nan	nan
43.43434343434344	nan	nan	nan	nan	nan
43.939393939393945	nan	nan	nan	nan	nan
44.44444444444445	nan	nan	nan	nan	nan
44.949494949494955	nan	nan	nan	nan	nan
45.45454545454546	nan	nan	nan	nan	nan
45.959595959595966	nan	nan	nan	nan	nan
46.46464646464647	nan	nan	nan	nan	nan
46.969696969696976	nan	nan	nan	nan	nan
47.47474747474748	nan	nan	nan	nan	nan
47.979797979797986	nan	nan	nan	nan	nan
48.484848484848484	nan	nan	nan	nan	nan
48.98989898989899	nan	nan	nan	nan	nan
49.494949494949495	nan	nan	nan	nan	nan
50.0	nan	nan	nan	nan	nan
