NON $ % + - .
#NON	e	a	b	d	c
26.51006711409396	0.1528365923137484	0.2512757455883301	0.16144553941063686	0.21186850312665262	0.1743437422948098
26.845637583892618	0.15283659231391392	0.25127574558832594	0.161445539410941	0.21186850312651775	0.1743437422952826
27.181208053691275	0.15283659231407942	0.25127574558832183	0.16144553941124515	0.2118685031263829	0.17434374229575536
27.516778523489933	0.15283659231424493	0.25127574558831767	0.1614455394115493	0.21186850312624803	0.17434374229622812
27.85234899328859	0.15283659231441044	0.25127574558831356	0.16144553941185344	0.21186850312611316	0.17434374229670088
28.18791946308725	0.15283659231457597	0.2512757455883094	0.16144553941215758	0.21186850312597832	0.17434374229717367
28.52348993288591	0.15283659231474148	0.2512757455883053	0.16144553941246173	0.21186850312584346	0.17434374229764643
28.859060402684566	0.15283659231490698	0.2512757455883011	0.16144553941276588	0.2118685031257086	0.1743437422981192
29.194630872483224	0.1528365923150725	0.251275745588297	0.16144553941307002	0.21186850312557373	0.17434374229859195
29.53020134228188	0.152836592315238	0.25127574558829285	0.16144553941337417	0.21186850312543887	0.17434374229906474
29.86577181208054	0.1528365923154035	0.25127574558828875	0.1614455394136783	0.211868503125304	0.1743437422995375
30.201342281879196	0.152836592315569	0.2512757455882846	0.16144553941398246	0.21186850312516917	0.17434374230001026
30.536912751677853	0.15283659231573454	0.2512757455882805	0.1614455394142866	0.2118685031250343	0.17434374230048302
30.87248322147651	0.15283659231590005	0.2512757455882763	0.16144553941459075	0.21186850312489944	0.1743437423009558
31.20805369127517	0.15283659231606556	0.25127574558827215	0.1614455394148949	0.21186850312476457	0.17434374230142857
31.543624161073826	0.15283659231623106	0.25127574558826804	0.16144553941519904	0.2118685031246297	0.17434374230190133
31.879194630872483	0.15283659231639657	0.2512757455882639	0.1614455394155032	0.21186850312449487	0.17434374230237412
32.214765100671144	0.15283659231656208	0.25127574558825977	0.16144553941580733	0.21186850312436	0.17434374230284688
32.5503355704698	0.15283659231672758	0.2512757455882556	0.16144553941611148	0.21186850312422514	0.17434374230331964
32.88590604026846	0.1528365923168931	0.2512757455882515	0.16144553941641562	0.21186850312409028	0.1743437423037924
33.22147651006711	0.15283659231705862	0.25127574558824733	0.16144553941671977	0.21186850312395542	0.1743437423042652
