,,,Slide ID,G9,G5,G4,G8,G2,G7,G10,G6,G3
,,,Antibody Name,G9,G5,G4,G8,G2,G7,G10,G6,G3
,,,HUGO ID,G9,G5,G4,G8,G2,G7,G10,G6,G3
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.7888501427188207,0.7267566050045462,0.2225449081457772,0.6309657955961506,0.7489935787889503,0.06718971236694238,0.912586216729555,0.30865103160665763,0.6942484230122407
C1,no,Insulin,0.5050505050505051,0.41674455677054756,0.7106885078922554,0.2930420617895633,0.417766783482171,0.43246004277444067,0.23882786819162163,0.5430162362765821,0.3240845870700244,0.559669173407731
C1,no,Insulin,1.0101010101010102,0.3220136940518937,0.7141282399551132,0.31390937240994904,0.3520107419736987,0.34169585636771305,0.2820484424645566,0.36374155371700534,0.31933055381618136,0.4737761461105115
C1,no,Insulin,1.5151515151515151,0.2971724850008686,0.7229550898889081,0.3144740000685651,0.32485191541157776,0.3083661867660458,0.28750474388023606,0.27434000204670994,0.3092026911438931,0.4180986543880526
C1,no,Insulin,2.0202020202020203,0.2891818489263205,0.7319381558782002,0.3079809580445796,0.30997735071211474,0.29190082159856884,0.2832748928034367,0.22818823647765074,0.29913915668754537,0.38153193799919305
C1,no,Insulin,2.5252525252525255,0.28511677161537746,0.7394366266389645,0.30008980731367046,0.3004374729593631,0.2819122146139853,0.2776930747112942,0.20338704615224204,0.2908092372453565,0.35726425073136586
C1,no,Insulin,3.0303030303030303,0.28213749626403234,0.7451919710069447,0.29296586060719954,0.2939486413239518,0.2752753957124122,0.27294152241521147,0.1894745765346379,0.2844399506890696,0.3410297884679328
C1,no,Insulin,3.5353535353535355,0.27973268979061333,0.7494190490610213,0.28723201975701446,0.2894662555757202,0.2707330170186119,0.2693567563825013,0.18133468573183112,0.27977080882140715,0.33010501075305704
C1,no,Insulin,4.040404040404041,0.27782312637701945,0.7524447877604943,0.2828824575997914,0.2863661048627086,0.267603328342881,0.2667808312036135,0.17638807581587418,0.276431955343059,0.32272188230242627
C1,no,Insulin,4.545454545454546,0.27635998999964195,0.7545762329888952,0.27969612463782434,0.2842271641903901,0.2654477435415649,0.26497171889413285,0.17328528202062382,0.2740811908582063,0.31771711110235257
C1,no,Insulin,5.050505050505051,0.27527347658272316,0.7560622737505399,0.2774130077346662,0.2827555311652924,0.2639659717620711,0.2637160395962361,0.17129016326215596,0.2724427129520202,0.3143173296902282
C1,no,Insulin,5.555555555555556,0.27448556077592784,0.7570912865062256,0.27580089937697616,0.28174535408442297,0.2629493482608257,0.2628501318240915,0.16998338468574384,0.27130832183095177,0.3120044120006728
C1,no,Insulin,6.0606060606060606,0.2739239521455628,0.7578005694901219,0.2746739198501874,0.2810531281656625,0.26225292169933473,0.2622552578905202,0.16911607479177485,0.27052646901932265,0.31042929444807943
C1,no,Insulin,6.565656565656566,0.2735285752899416,0.7582879502964827,0.273891537208082,0.28057936115658,0.26177637558868105,0.2618475192309194,0.16853511318398354,0.26998924634270377,0.30935586847027297
C1,no,Insulin,7.070707070707071,0.2732526788996667,0.7586221442063232,0.27335102883468915,0.28025538730923727,0.2614505449180123,0.26156844792542017,0.1681435078254833,0.2696208849003215,0.30862398562280985
C1,no,Insulin,7.575757575757576,0.2730613715123177,0.7588509658910094,0.2729789104320496,0.28003397774428523,0.26122788667218505,0.26137761917579977,0.16787842224889066,0.26936867187097024,0.3081248102302529
C1,no,Insulin,8.080808080808081,0.2729293154954211,0.7590074848648369,0.2727233510956439,0.2798827242809172,0.261075789313,0.26124720914698657,0.16769847161665982,0.2691961537517119,0.3077842717259194
C1,no,Insulin,8.585858585858587,0.2728384526817221,0.7591144740038942,0.27254814947701955,0.2797794266730427,0.26097191959887944,0.2611581252871364,0.16757608569946544,0.2690782286779288,0.3075519199977637
C1,no,Insulin,9.090909090909092,0.27277608002009884,0.7591875724311996,0.2724281894744383,0.27970888993730986,0.26090099495757585,0.26109728710566427,0.16749274818767587,0.26899765856000546,0.30739336889677304
C1,no,Insulin,9.595959595959597,0.272733331033508,0.7592374997172486,0.27234612697970717,0.27966073878845743,0.2608525786296211,0.2610557478478282,0.1674359532470159,0.2689426280340711,0.30728516862500294
C1,no,Insulin,10.101010101010102,0.2727040708471889,0.7592715933572219,0.27229002555699905,0.27962785869686446,0.260819519762353,0.2610273872196219,0.16739722732116374,0.2689050495610576,0.30721132611146323
C1,no,Insulin,10.606060606060607,0.2726840545887436,0.7592948712876219,0.27225168977678854,0.27960542491134216,0.2607969618386443,0.2610080274966462,0.16737081233492848,0.26887939231233104,0.30716092930593597
C1,no,Insulin,11.111111111111112,0.272670374587186,0.759310762939577,0.27222550254974254,0.2795901041094606,0.2607815579509803,0.2609948115616797,0.16735279066400222,0.2688618763153977,0.3071265333381381
C1,no,Insulin,11.616161616161618,0.272661027944896,0.7593216105430575,0.2722076194509682,0.279579648594853,0.2607710454618145,0.26098579110764086,0.16734049431114553,0.2688499199369209,0.30710305913730873
C1,no,Insulin,12.121212121212121,0.27265463881359825,0.7593290208767252,0.27219539913833096,0.2795725066574779,0.2607638646167037,0.2609796292800688,0.16733209662014012,0.26884175216411593,0.3070870252310773
C1,no,Insulin,12.626262626262626,0.2726502839665097,0.7593340693855991,0.27218707176832163,0.27956764130019557,0.26075897274578563,0.26097543150413843,0.1673263765194034,0.2688361876270432,0.3070761026379201
C1,no,Insulin,13.131313131313131,0.2726473073695397,0.759337519021017,0.2721813808009615,0.2795643169318908,0.2607556302605401,0.26097256323976137,0.1673224684327711,0.268832385390619,0.30706863967468917
C1,no,Insulin,13.636363636363637,0.27264527507096675,0.7593398737241576,0.272177495714231,0.27956204777412896,0.26075334874059286,0.2609706054079884,0.16731980101558105,0.26882979000362844,0.3070635457141749
C1,no,Insulin,14.141414141414142,0.2726438888306094,0.759341479605149,0.27217484590337093,0.27956050025539464,0.26075179279145044,0.2609692702028088,0.16731798196489264,0.2688280199788895,0.3070600717901852
C1,no,Insulin,14.646464646464647,0.2726429409220238,0.7593425775956165,0.2721730340481994,0.2795594421974962,0.2607507289666318,0.26096835729118384,0.16731673825505344,0.26882680975842715,0.3070576965935981
C1,no,Insulin,15.151515151515152,0.27264229369486764,0.7593433272213902,0.2721717969870977,0.27955871984064334,0.26075000267403603,0.2609677340266615,0.1673158891713822,0.26882598351027276,0.30705607501821464
C1,no,Insulin,15.656565656565657,0.27264185215147474,0.7593438385736997,0.27217095310188905,0.27955822705922395,0.2607495072131136,0.2609673088674492,0.16731530999123173,0.2688254198903074,0.30705496889078077
C1,no,Insulin,16.161616161616163,0.27264155108185595,0.7593441872301394,0.27217037770392205,0.2795578910328506,0.2607491693632482,0.26096701897953034,0.16731491508616905,0.2688250355962031,0.3070542146958978
C1,no,Insulin,16.666666666666668,0.27264134443060467,0.7593444265506851,0.2721699827438214,0.2795576603850131,0.2607489374620645,0.2609668200037201,0.16731464401411336,0.26882477181392356,0.3070536970027315
C1,no,Insulin,17.171717171717173,0.2726412030985001,0.7593445902302451,0.2721697126104393,0.2795575026992863,0.2607487789106925,0.2609666839258384,0.16731445862153504,0.26882459140419834,0.30705334293742026
C1,no,Insulin,17.67676767676768,0.27264110707380285,0.7593447014336202,0.2721695290772088,0.2795573956597716,0.26074867127165496,0.2609665914743493,0.16731433267656914,0.26882446883409533,0.30705310239977396
C1,no,Insulin,18.181818181818183,0.27264104179060655,0.7593447770232452,0.27216940432274656,0.2795573229359199,0.26074859813560114,0.26096652861790826,0.16731424707023484,0.2688243855177441,0.30705293890221
C1,no,Insulin,18.68686868686869,0.2726409973629729,0.7593448284442343,0.27216931945873557,0.2795572734027412,0.2607485483291301,0.260966485843212,0.16731418883081556,0.2688243288405681,0.3070528276753302
C1,no,Insulin,19.191919191919194,0.27264096663182125,0.7593448639910606,0.2721692607929126,0.27955723899344237,0.2607485137521133,0.2609664562671743,0.1673141485617959,0.2688242896605579,0.3070527507732339
C1,no,Insulin,19.6969696969697,0.2726409456835943,0.7593448882136015,0.2721692208114404,0.2795572153020735,0.26074848998078265,0.2609664361306522,0.1673141211181901,0.2688242629627023,0.3070526983639899
C1,no,Insulin,20.202020202020204,0.2726409307224377,0.759344905545107,0.2721691922044171,0.27955719824849806,0.26074847289331804,0.2609664217414253,0.16731410148562717,0.26882424385995274,0.3070526608695989
C1,no,Insulin,20.70707070707071,0.27264092214935043,0.7593449155289055,0.27216917572368,0.2795571881358911,0.26074846281387243,0.26096641350588,0.16731409018832588,0.2688242328555892,0.3070526392867919
C1,no,Insulin,21.212121212121215,0.27264091575993554,0.7593449230157039,0.2721691633728518,0.27955718096903187,0.2607484556248684,0.26096640730157505,0.1673140817175416,0.26882422460287203,0.3070526231060585
C1,no,Insulin,21.71717171717172,0.27264091064479157,0.7593449290047277,0.27216915349311466,0.2795571751845934,0.2607484498274413,0.26096640234146773,0.16731407494175848,0.2688242180011471,0.30705261016293445
C1,no,Insulin,22.222222222222225,0.27264090688510734,0.7593449333782608,0.2721691462769013,0.2795571710355571,0.26074844564760047,0.2609663987111694,0.16731406999168824,0.26882421318034183,0.307052600707918
C1,no,Insulin,22.72727272727273,0.27264090470797603,0.7593449358508617,0.27216914219430977,0.279557169055202,0.2607484435757965,0.2609663966265534,0.1673140671873009,0.268824210455203,0.3070525953536576
C1,no,Insulin,23.232323232323235,0.27264090305172745,0.759344937733505,0.2721691390858157,0.27955716752175325,0.2607484419777305,0.2609663950399983,0.1673140650518865,0.26882420838028165,0.3070525912767077
C1,no,Insulin,23.73737373737374,0.2726409018459969,0.7593449391130787,0.2721691368082918,0.2795571663210963,0.26074844074508546,0.2609663938820706,0.16731406348757272,0.26882420685977726,0.307052588289938
C1,no,Insulin,24.242424242424242,0.2726409014196767,0.7593449395834589,0.27216913603073195,0.2795571659866157,0.260748440384147,0.26096639347731043,0.16731406295182602,0.2688242063414721,0.30705258726801704
C1,no,Insulin,24.747474747474747,0.2726409003542497,0.759344940788646,0.27216913404030857,0.2795571649999378,0.26074843935662123,0.26096639245807046,0.16731406158353593,0.26882420501326365,0.30705258465621477
C1,no,Insulin,25.252525252525253,0.2726409007058019,0.759344940380448,0.272169134713812,0.2795571653738419,0.26074843973608275,0.2609663927966355,0.1673140620451066,0.268824205463221,0.3070525855380819
C1,no,Insulin,25.757575757575758,0.27264090105735406,0.7593449399722499,0.2721691353873154,0.27955716574774603,0.26074844011554427,0.26096639313520065,0.16731406250667727,0.26882420591317835,0.30705258641994904
C1,no,Insulin,26.262626262626263,0.2726409012665951,0.7593449397294353,0.27216913578797325,0.27955716597251573,0.26074844034319844,0.26096639333667454,0.16731406278130617,0.26882420618082997,0.3070525869446221
C1,no,Insulin,26.767676767676768,0.27264090137712693,0.7593449396013328,0.27216913599938114,0.27955716609384346,0.2607484404655567,0.26096639344306,0.16731406292626944,0.26882420632203163,0.30705258722153983
C1,no,Insulin,27.272727272727273,0.27264090148765874,0.7593449394732302,0.27216913621078903,0.27955716621517124,0.26074844058791496,0.26096639354944545,0.1673140630712327,0.26882420646323324,0.3070525874984576
C1,no,Insulin,27.77777777777778,0.27264090159819054,0.7593449393451277,0.2721691364221969,0.279557166336499,0.2607484407102732,0.2609663936558309,0.16731406321619596,0.2688242066044349,0.3070525877753753
C1,no,Insulin,28.282828282828284,0.27264090170872235,0.7593449392170252,0.2721691366336048,0.2795571664578268,0.26074844083263143,0.2609663937622163,0.1673140633611592,0.2688242067456365,0.307052588052293
C1,no,Insulin,28.78787878787879,0.27264090181925416,0.7593449390889226,0.2721691368450127,0.2795571665791546,0.2607484409549897,0.26096639386860176,0.16731406350612246,0.26882420688683817,0.3070525883292108
C1,no,Insulin,29.292929292929294,0.2726409018637684,0.7593449390373552,0.2721691369301193,0.27955716662837127,0.2607484410045559,0.2609663939114444,0.1673140635644934,0.26882420694367776,0.3070525884407072
C1,no,Insulin,29.7979797979798,0.2726409018984887,0.7593449389971421,0.2721691369964887,0.27955716666689007,0.2607484410433233,0.26096639394486026,0.16731406361001816,0.268824206988002,0.307052588527663
C1,no,Insulin,30.303030303030305,0.272640901933209,0.7593449389569289,0.27216913706285806,0.2795571667054088,0.26074844108209067,0.2609663939782761,0.16731406365554288,0.26882420703232635,0.30705258861461876
C1,no,Insulin,30.80808080808081,0.27264090196792934,0.7593449389167157,0.27216913712922747,0.2795571667439276,0.26074844112085804,0.26096639401169197,0.16731406370106763,0.2688242070766506,0.3070525887015745
C1,no,Insulin,31.313131313131315,0.2726409020026497,0.7593449388765025,0.2721691371955969,0.2795571667824464,0.2607484411596254,0.26096639404510785,0.16731406374659236,0.26882420712097493,0.30705258878853026
C1,no,Insulin,31.81818181818182,0.2726409020325623,0.7593449388418577,0.27216913725277603,0.27955716681563353,0.2607484411930263,0.2609663940738967,0.1673140637858134,0.26882420715916155,0.30705258886344533
C1,no,Insulin,32.323232323232325,0.27264090203548,0.7593449388384792,0.2721691372583522,0.27955716681888354,0.2607484411962949,0.2609663940767051,0.16731406378963914,0.2688242071628854,0.3070525888707524
C1,no,Insulin,32.82828282828283,0.2726409020383977,0.7593449388351007,0.2721691372639284,0.2795571668221335,0.2607484411995635,0.26096639407951344,0.16731406379346492,0.2688242071666093,0.30705258887805936
C1,no,Insulin,33.333333333333336,0.2726409020413154,0.7593449388317222,0.27216913726950454,0.2795571668253835,0.260748441202832,0.2609663940823218,0.16731406379729066,0.2688242071703332,0.3070525888853664
C1,no,Insulin,33.83838383838384,0.2726409020442331,0.7593449388283436,0.27216913727508074,0.27955716682863346,0.26074844120610063,0.26096639408513017,0.16731406380111644,0.2688242071740571,0.3070525888926734
C1,no,Insulin,34.343434343434346,0.2726409020471508,0.7593449388249651,0.2721691372806569,0.2795571668318835,0.2607484412093692,0.2609663940879385,0.16731406380494218,0.26882420717778094,0.30705258889998044
C1,no,Insulin,34.84848484848485,0.27264090205006847,0.7593449388215866,0.2721691372862331,0.27955716683513343,0.2607484412126378,0.26096639409074684,0.16731406380876795,0.26882420718150485,0.3070525889072874
C1,no,Insulin,35.35353535353536,0.2726409020529862,0.759344938818208,0.2721691372918093,0.27955716683838344,0.26074844121590635,0.2609663940935552,0.1673140638125937,0.2688242071852287,0.3070525889145944
C1,no,Insulin,35.85858585858586,0.27264090205590386,0.7593449388148295,0.27216913729738546,0.2795571668416334,0.26074844121917495,0.2609663940963636,0.16731406381641947,0.2688242071889526,0.30705258892190146
C1,no,Insulin,36.36363636363637,0.2726409020588216,0.7593449388114509,0.27216913730296166,0.2795571668448834,0.2607484412224435,0.26096639409917194,0.16731406382024522,0.26882420719267647,0.30705258892920845
C1,no,Insulin,36.86868686868687,0.27264090206173924,0.7593449388080724,0.2721691373085378,0.27955716684813336,0.2607484412257121,0.2609663941019803,0.167314063824071,0.2688242071964004,0.3070525889365155
C1,no,Insulin,37.37373737373738,0.27264090206465696,0.7593449388046939,0.272169137314114,0.2795571668513834,0.26074844122898067,0.2609663941047886,0.16731406382789674,0.26882420720012423,0.3070525889438225
C1,no,Insulin,37.87878787878788,0.27264090206757463,0.7593449388013154,0.27216913731969017,0.27955716685463333,0.2607484412322493,0.260966394107597,0.1673140638317225,0.26882420720384814,0.3070525889511295
C1,no,Insulin,38.38383838383839,0.27264090207049235,0.7593449387979369,0.2721691373252664,0.27955716685788334,0.2607484412355178,0.26096639411040534,0.16731406383554825,0.268824207207572,0.3070525889584365
C1,no,Insulin,38.88888888888889,0.27264090207341,0.7593449387945583,0.2721691373308426,0.2795571668611333,0.2607484412387864,0.2609663941132137,0.16731406383937403,0.2688242072112959,0.30705258896574356
C1,no,Insulin,39.3939393939394,0.27264090207632774,0.7593449387911798,0.27216913733641873,0.2795571668643833,0.260748441242055,0.26096639411602207,0.16731406384319977,0.26882420721501976,0.30705258897305054
C1,no,Insulin,39.8989898989899,0.2726409020792454,0.7593449387878013,0.27216913734199494,0.27955716686763327,0.26074844124532354,0.26096639411883044,0.16731406384702555,0.26882420721874367,0.30705258898035753
C1,no,Insulin,40.40404040404041,0.27264090208216313,0.7593449387844228,0.2721691373475711,0.2795571668708833,0.26074844124859214,0.26096639412163875,0.1673140638508513,0.2688242072224675,0.3070525889876646
C1,no,Insulin,40.909090909090914,0.2726409020850808,0.7593449387810443,0.2721691373531473,0.2795571668741333,0.2607484412518607,0.2609663941244471,0.16731406385467706,0.26882420722619144,0.30705258899497156
C1,no,Insulin,41.41414141414142,0.2726409020879985,0.7593449387776657,0.27216913735872345,0.27955716687738325,0.2607484412551293,0.2609663941272555,0.1673140638585028,0.2688242072299153,0.3070525890022786
C1,no,Insulin,41.919191919191924,0.2726409020909162,0.7593449387742872,0.27216913736429965,0.27955716688063326,0.26074844125839786,0.26096639413006384,0.16731406386232858,0.2688242072336392,0.3070525890095856
C1,no,Insulin,42.42424242424243,0.2726409020938339,0.7593449387709087,0.2721691373698758,0.2795571668838832,0.26074844126166646,0.2609663941328722,0.16731406386615433,0.26882420723736306,0.30705258901689264
C1,no,Insulin,42.929292929292934,0.2726409020967516,0.7593449387675302,0.272169137375452,0.2795571668871332,0.260748441264935,0.26096639413568057,0.1673140638699801,0.26882420724108697,0.30705258902419963
C1,no,Insulin,43.43434343434344,0.2726409020996693,0.7593449387641515,0.2721691373810282,0.2795571668903832,0.2607484412682036,0.2609663941384889,0.16731406387380585,0.2688242072448108,0.3070525890315066
C1,no,Insulin,43.939393939393945,0.272640902102587,0.759344938760773,0.27216913738660437,0.2795571668936332,0.2607484412714722,0.26096639414129724,0.16731406387763162,0.26882420724853473,0.30705258903881366
C1,no,Insulin,44.44444444444445,0.2726409021055047,0.7593449387573945,0.27216913739218057,0.27955716689688315,0.2607484412747408,0.2609663941441056,0.16731406388145736,0.2688242072522586,0.30705258904612065
C1,no,Insulin,44.949494949494955,0.2726409021084224,0.759344938754016,0.2721691373977567,0.27955716690013316,0.26074844127800934,0.26096639414691397,0.16731406388528314,0.2688242072559825,0.3070525890534277
C1,no,Insulin,45.45454545454546,0.27264090211134007,0.7593449387506375,0.27216913740333293,0.2795571669033831,0.2607484412812779,0.26096639414972234,0.16731406388910888,0.26882420725970635,0.3070525890607347
C1,no,Insulin,45.959595959595966,0.2726409021142578,0.759344938747259,0.2721691374089091,0.2795571669066331,0.2607484412845465,0.2609663941525307,0.16731406389293466,0.26882420726343026,0.3070525890680417
C1,no,Insulin,46.46464646464647,0.2726409021155395,0.7593449387457748,0.27216913741135873,0.27955716690806104,0.2607484412859825,0.26096639415376444,0.1673140638946153,0.2688242072650661,0.3070525890712517
C1,no,Insulin,46.969696969696976,0.2726409021157846,0.7593449387454909,0.27216913741182724,0.2795571669083345,0.26074844128625746,0.2609663941540004,0.1673140638949368,0.268824207265379,0.3070525890718657
C1,no,Insulin,47.47474747474748,0.2726409021160298,0.759344938745207,0.2721691374122958,0.2795571669086079,0.26074844128653235,0.26096639415423645,0.1673140638952583,0.2688242072656919,0.3070525890724798
C1,no,Insulin,47.979797979797986,0.27264090211627495,0.7593449387449231,0.27216913741276433,0.27955716690888127,0.2607484412868073,0.2609663941544724,0.16731406389557982,0.2688242072660048,0.3070525890730938
C1,no,Insulin,48.484848484848484,0.27264090211652015,0.7593449387446393,0.27216913741323284,0.27955716690915466,0.2607484412870822,0.26096639415470846,0.1673140638959013,0.26882420726631767,0.3070525890737078
C1,no,Insulin,48.98989898989899,0.2726409021167653,0.7593449387443554,0.27216913741370136,0.2795571669094281,0.26074844128735714,0.26096639415494444,0.1673140638962228,0.2688242072666306,0.3070525890743218
C1,no,Insulin,49.494949494949495,0.2726409021170105,0.7593449387440715,0.2721691374141699,0.2795571669097015,0.260748441287632,0.2609663941551804,0.1673140638965443,0.2688242072669435,0.3070525890749358
C1,no,Insulin,50.0,0.27264090211725567,0.7593449387437876,0.27216913741463844,0.2795571669099749,0.260748441287907,0.26096639415541645,0.1673140638968658,0.26882420726725637,0.30705258907554983
