NON $ % + - .
#NON	b	c	a	d	e
0.0	0.6298900779476061	0.6821117276455964	0.0514389881633146	0.5577210079486141	0.16227325348164934
0.5050505050505051	0.2739988682717749	0.3655812526483966	0.1227043761072368	0.27850371022457454	0.1694913755150801
1.0101010101010102	0.20457012699149865	0.2486157282780213	0.16562480556060857	0.15326983269688962	0.18428461137012478
1.5151515151515151	0.19432444164134938	0.20799419525912408	0.19090299652095508	0.0986343544749311	0.19902476545628764
2.0202020202020203	0.19513444967119256	0.19565832574360753	0.2058296611064038	0.07560664218483755	0.21039153823078555
2.5252525252525255	0.19717190502691848	0.1930596636966163	0.21468604668755317	0.06626321586622809	0.2177896354715254
3.0303030303030303	0.19867330836991362	0.19330977273250494	0.21989616540410514	0.06263769785407441	0.2220416441967919
3.5353535353535355	0.199557396069538	0.19407172971660414	0.22290067961680468	0.06130806964433932	0.22427241692291036
4.040404040404041	0.20002525501262305	0.19469591257286045	0.22459038344479554	0.060857451195979455	0.22536560195562066
4.545454545454546	0.2002562326640116	0.19509185261046244	0.22551650049034552	0.06072336513392409	0.2258732147842156
5.050505050505051	0.20036435777709016	0.19531413978965997	0.22601194198275454	0.06069357645383309	0.2260983246977429
5.555555555555556	0.20041273304385132	0.19542974580151207	0.22627123219191247	0.060693201540386044	0.22619397808531214
6.0606060606060606	0.20043348601846792	0.1954866158964604	0.226404312170348	0.06069835769125217	0.22623290066768398
6.565656565656566	0.20044202133454436	0.19551336827878274	0.22647145447526681	0.06070275385516761	0.22624799690368222
7.070707070707071	0.20044537349283717	0.19552547318435415	0.22650482579387615	0.06070549721461659	0.226253516669318
7.575757575757576	0.20044661982792653	0.19553075687902444	0.22652120018923408	0.060706992104867664	0.22625537730710693
8.080808080808081	0.20044704939044214	0.19553298089451668	0.2265291425591294	0.06070774331687727	0.22625592336866146
8.585858585858587	0.20044718034080972	0.19553388236762675	0.22653295893687334	0.06070809980255768	0.22625603915346193
9.090909090909092	0.2004472115517517	0.1955342301884348	0.22653477437909006	0.06070825990932016	0.22625603544168413
9.595959595959597	0.20044721415386904	0.1955343591125795	0.22653563548683697	0.06070832862775832	0.22625601310114257
10.101010101010102	0.20044721020948958	0.1955344032989489	0.226536039916191	0.060708357098163135	0.22625599447240305
10.606060606060607	0.200447208107768	0.19553441808689753	0.2265362327432993	0.06070836828711668	0.22625598373632402
11.111111111111112	0.20044720564555113	0.1955344223996258	0.2265363239579313	0.060708372795239614	0.22625597799818944
11.616161616161618	0.20044720308839312	0.19553442250596495	0.22653636593346402	0.06070837442973671	0.22625597462981542
12.121212121212121	0.20044720265488508	0.19553442174882185	0.22653638416729455	0.060708374718369096	0.2262559730229667
12.626262626262626	0.2004472029978435	0.19553442140211683	0.2265363930594864	0.06070837474848585	0.22625597238576267
13.131313131313131	0.20044720310569009	0.1955344212273163	0.22653639884683746	0.06070837478768142	0.22625597201680978
13.636363636363637	0.20044720296120144	0.19553442111235567	0.22653640098334782	0.06070837478770639	0.22625597190485847
14.141414141414142	0.2004472029029692	0.19553442103988425	0.22653640241326367	0.06070837478517045	0.22625597183153226
14.646464646464647	0.20044720279321743	0.19553442097377555	0.2265364031197722	0.06070837477094809	0.22625597181271007
15.151515151515152	0.20044720279067202	0.19553442099076676	0.2265364025184436	0.06070837476240486	0.2262559718586493
15.656565656565657	0.20044720278918632	0.19553442100434873	0.226536402053106	0.06070837475602896	0.22625597189400978
16.161616161616163	0.20044720279054937	0.1955344210087658	0.22653640195334818	0.0607083747554794	0.22625597190093175
16.666666666666668	0.20044720279191242	0.19553442101318289	0.22653640185359036	0.06070837475492983	0.22625597190785374
17.171717171717173	0.20044720279327546	0.19553442101759996	0.22653640175383255	0.06070837475438027	0.2262559719147757
17.67676767676768	0.2004472027946385	0.19553442102201704	0.22653640165407474	0.06070837475383071	0.22625597192169766
18.181818181818183	0.20044720279600156	0.19553442102643412	0.22653640155431692	0.06070837475328114	0.22625597192861965
18.68686868686869	0.2004472027973646	0.19553442103085122	0.2265364014545591	0.06070837475273158	0.22625597193554162
19.191919191919194	0.20044720279805672	0.1955344210329534	0.22653640140960643	0.06070837475256877	0.22625597193856362
19.6969696969697	0.20044720279840172	0.1955344210338582	0.22653640139300238	0.06070837475260601	0.22625597193956834
20.202020202020204	0.20044720279874675	0.195534421034763	0.2265364013763983	0.06070837475264325	0.22625597194057304
20.70707070707071	0.20044720279909178	0.19553442103566782	0.22653640135979425	0.06070837475268049	0.22625597194157776
21.212121212121215	0.2004472027994368	0.19553442103657262	0.22653640134319017	0.06070837475271773	0.22625597194258246
21.71717171717172	0.20044720279978184	0.19553442103747742	0.22653640132658612	0.06070837475275497	0.22625597194358718
22.222222222222225	0.2004472028001111	0.195534421038341	0.22653640131074063	0.06070837475279067	0.22625597194454575
22.72727272727273	0.20044720280012146	0.1955344210383694	0.2265364013102646	0.060708374752795086	0.22625597194456895
23.232323232323235	0.20044720280013184	0.1955344210383978	0.22653640130978858	0.0607083747527995	0.22625597194459218
23.73737373737374	0.2004472028001422	0.19553442103842616	0.22653640130931257	0.06070837475280391	0.22625597194461539
24.242424242424242	0.20044720280015255	0.19553442103845456	0.22653640130883654	0.06070837475280833	0.22625597194463862
24.747474747474747	0.20044720280016293	0.19553442103848295	0.22653640130836053	0.060708374752812745	0.22625597194466182
25.252525252525253	0.20044720280017328	0.19553442103851132	0.22653640130788452	0.06070837475281716	0.22625597194468505
25.757575757575758	0.20044720280018363	0.1955344210385397	0.22653640130740849	0.06070837475282157	0.22625597194470828
