NON $ % + -
#NON	d	b	c	a
11.073825503355705	0.00042977314008964084	0.010585185181301783	0.0007434524825443177	0.023566685819656492
11.409395973154362	0.00037272036029035755	0.009741019715071438	0.0006625145371225556	0.021957163643821838
11.74496644295302	0.00032451924636478594	0.00898296945242076	0.0005920897184438997	0.020495590258496597
12.080536912751679	0.0002836408225502926	0.008301039965384515	0.0005306571038802657	0.01916623282747332
12.416107382550337	0.0002488437406388565	0.007686504471516317	0.0004769335869999657	0.017955210875359406
12.751677852348994	0.00021911609372498404	0.007131733203051612	0.000429834470318637	0.01685026311792174
13.087248322147651	0.00019362988800125357	0.006630046794488581	0.00038844095781823747	0.015840544668549544
13.422818791946309	0.0001717050708288249	0.006175590067210156	0.00035197316208752277	0.014916451259121485
13.758389261744966	0.0001527809979732229	0.005763222647416559	0.0003197676402408498	0.014069465042944948
14.093959731543626	0.00013639384713476499	0.00538842503321115	0.0002912588138194121	0.013292020702765443
14.429530201342283	0.00012215863509094986	0.005047218389662672	0.0002659635725348924	0.0125773906570122
14.76510067114094	0.00010975460863288527	0.00473609361349276	0.0002434682145464209	0.011919582142961882
15.100671140939598	9.89137867403427e-05	0.004451952082231914	0.00022341785867172919	0.01131325043899926
15.436241610738255	8.941143271777165e-05	0.004192052566424929	0.00020550728137487466	0.010753620692492874
15.771812080536913	8.105860456737764e-05	0.003953967351785143	0.00018947354596195314	0.010236422697333979
16.107382550335572	7.369586351639365e-05	0.0037355419999639474	0.0001750895306019624	0.009757830137641752
16.44295302013423	6.718832218230664e-05	0.0035348623058356443	0.00016215870514715936	0.009314410737995599
16.778523489932887	6.142154269993944e-05	0.0033502250633557786	0.00015051066970678132	0.008903081551188349
17.114093959731544	5.629811466949721e-05	0.0031801120227927656	0.00013999731372740538	0.008521068695384978
17.449664429530202	5.173491891294472e-05	0.0030231680322474297	0.00013048967137578108	0.008165873274777845
17.78523489932886	4.7660842289029066e-05	0.0028781818579465142	0.00012187522672941414	0.007835241378860306
18.120805369127517	4.401487620306918e-05	0.0027440692557300452	0.00011405561151844897	0.0075271372471498255
18.456375838926174	4.074453435548635e-05	0.002619858022393199	0.00010694463973362556	0.007239719206174838
18.79194630872483	3.780456197093602e-05	0.002504675428684985	0.00010046667330140847	0.006971319544383245
19.12751677852349	3.515583873045895e-05	0.0023977368668874916	9.455519834700019e-05	0.006720425996436394
19.46308724832215	3.2764464241430996e-05	0.0022983359843193854	8.915161307981195e-05	0.006485665590212815
19.798657718120808	3.060099202555148e-05	0.0022058359186500963	8.42041898055334e-05	0.006265789988994901
20.134228187919465	2.8639786652372075e-05	0.0021196617915754624	7.966718855878775e-05	0.006059663107495124
20.469798657718123	2.685848017107236e-05	0.0020392939560252682	7.550009162408333e-05	0.00586624967347142
20.80536912751678	2.5237510221046306e-05	0.001964262062089386	7.166694072731107e-05	0.005684605188719604
21.140939597315437	2.3759732403240954e-05	0.0018941397790171125	6.813576995701591e-05	0.005513866767471369
21.476510067114095	2.2410090348115827e-05	0.0018285402694427505	6.487811604228034e-05	0.0053532454523633035
21.812080536912752	2.117533350109002e-05	0.0017671120513593043	6.18685911473071e-05	0.005202018948368273
22.14765100671141	2.004377758039778e-05	0.001709535413779056	5.908451479675299e-05	0.005059525377987026
22.483221476510067	1.9005096637136327e-05	0.001655519082081974	5.650558773551909e-05	0.00492515726985516
22.818791946308725	1.8050149250654026e-05	0.0016047974541103112	5.411361653181626e-05	0.0047983567209679305
23.154362416107382	1.7170827202628474e-05	0.0015571280434112625	5.1892269665850506e-05	0.004678610781589901
23.48993288590604	1.6359927050741844e-05	0.0015122892565670467	4.982686779618722e-05	0.00456544744116326
23.8255033557047	1.561103475497896e-05	0.0014700782898443368	4.790419168285084e-05	0.004458431764641246
24.161073825503358	1.4918428321334347e-05	0.0014303092807813288	4.6112317706378975e-05	0.004357162446654871
24.496644295302016	1.4276997648948222e-05	0.0013928118350759798	4.444048209435137e-05	0.004261269173712277
24.832214765100673	1.3682170338345946e-05	0.0013574295257148563	4.287895247125045e-05	0.00417040977722716
25.16778523489933	1.3129846458232412e-05	0.001324018560705929	4.1418913262479884e-05	0.004084267748415913
25.503355704697988	1.261624626658713e-05	0.0012924429624893916	4.0052153393027984e-05	0.004002541818364547
25.838926174496645	1.2138304106260898e-05	0.0012625897936929971	3.877195087477739e-05	0.00392498013818931
26.174496644295303	1.169284952723531e-05	0.00123433879820294	3.7571283248237395e-05	0.0038513119489136933
26.51006711409396	1.127713829963563e-05	0.0012075847155155416	3.644401794706086e-05	0.0037813007905879966
26.845637583892618	1.0889065737009566e-05	0.0011822454227656217	3.53854235744763e-05	0.0037147613313329264
27.181208053691275	1.052608307108672e-05	0.0011582207676217662	3.438973103647257e-05	0.0036514680091098107
27.516778523489933	1.0186297391142357e-05	0.0011354326436847327	3.345259033941746e-05	0.003591241716762308
27.85234899328859	9.867718509023297e-06	0.0011137907127286213	3.256937543165002e-05	0.003533864857481442
28.18791946308725	9.569374091788775e-06	0.001093254799294544	3.1737821747267744e-05	0.003479246411473883
28.52348993288591	9.289035683574727e-06	0.0010737325307772674	3.095267578460434e-05	0.00342717831683189
28.859060402684566	9.025656429562864e-06	0.0010551744487719617	3.021147889324584e-05	0.0033775407186776483
29.194630872483224	8.777937059796165e-06	0.0010375219461447598	2.951114338462074e-05	0.003330195920061285
29.53020134228188	8.544744625419025e-06	0.001020723092400181	2.88489432994815e-05	0.0032850218067590653
29.86577181208054	8.325075756054722e-06	0.0010047295622153947	2.8222442317187067e-05	0.0032419021789592147
30.201342281879196	8.1180097122767e-06	0.000989497155965076	2.7629397228177183e-05	0.0032007314478421606
30.536912751677853	7.922599179812552e-06	0.0009749799117948525	2.70674983966598e-05	0.003161399009223122
30.87248322147651	7.738057743767934e-06	0.0009611393529134564	2.6534803413237614e-05	0.0031238128904849945
31.20805369127517	7.563669381628027e-06	0.0009479387409348587	2.6029519770825868e-05	0.003087883619842998
31.543624161073826	7.3987274436708345e-06	0.0009353419875756563	2.554988175011259e-05	0.0030535234684470236
31.879194630872483	7.242636566629356e-06	0.0009233173726314413	2.5094380621514786e-05	0.003020654322076604
32.214765100671144	7.09481356890899e-06	0.0009118340775722512	2.466154144059553e-05	0.0029892005513501483
32.5503355704698	6.9547390972111775e-06	0.0009008639373546973	2.4250037711253635e-05	0.002959092501038951
32.88590604026846	6.821924339684686e-06	0.0008903800737268911	2.38586137001483e-05	0.0029302634160770996
33.22147651006711	6.695889686792842e-06	0.0008803560682317421	2.3486037266786176e-05	0.0029026476988745433
