NON $ % + -
#NON	a	b	c	d
0.0	0.36910630886766704	0.11042837687196849	0.5658833540563795	0.22852325136970664
0.5050505050505051	0.21516522623225431	0.16004742517043516	0.2512110355549841	0.08364979838337143
1.0101010101010102	0.13079725607379356	0.15588514423696773	0.11221320136740656	0.03418416711737525
1.5151515151515151	0.0818932488691051	0.1326124237121225	0.05038314368106404	0.014976488117439185
2.0202020202020203	0.052278901072750475	0.10534419418866527	0.02271493362376725	0.006796213116424574
2.5252525252525255	0.03369090361720457	0.0803132846295323	0.01026795277039835	0.0031198807592858536
3.0303030303030303	0.021741026487211296	0.05958903570778967	0.004645523788555785	0.0014286530015814648
3.5353535353535355	0.01397201673849995	0.04337217826412612	0.002099864269596655	0.0006477756059053669
4.040404040404041	0.00891492150800391	0.031121587710967753	0.00094681586165226	0.0002898516339135066
4.545454545454546	0.005639694996316336	0.022085871149108115	0.00042530571137643417	0.00012785033995087625
5.050505050505051	0.00353615760369095	0.015535629948271724	0.00019015695738874562	5.559832049835026e-05
5.555555555555556	0.0021980973644814233	0.010848956438788082	8.456780594896602e-05	2.3851483236780332e-05
6.0606060606060606	0.001355156166760263	0.007529646715622195	3.7390989848063276e-05	1.0101528351152714e-05
6.565656565656566	0.0008291302942024144	0.005198388346977662	1.6431696037958145e-05	4.226925728801558e-06
7.070707070707071	0.0005037147411950583	0.0035722008375079803	7.180773060530408e-06	1.7503146664319547e-06
7.575757575757576	0.00030407294569757967	0.0024448037382912282	3.119512839990197e-06	7.174521161957515e-07
8.080808080808081	0.00018247206073708448	0.0016670881913946043	1.3472223518924234e-06	2.91273588651634e-07
8.585858585858587	0.00010889583221412738	0.0011329557837552176	5.785136257996734e-07	1.1720547286150644e-07
9.090909090909092	6.4665358767712e-05	0.0007676534511952409	2.4695296550831986e-07	4.673729431734855e-08
9.595959595959597	3.819903442412341e-05	0.0005185208122876441	1.0499191807930755e-07	1.85261279146848e-08
10.101010101010102	2.2475171682444324e-05	0.0003493911262276314	4.4426565671407635e-08	7.292037803223448e-09
10.606060606060607	1.3168484357827865e-05	0.000234858101311985	1.8688311261490398e-08	2.8456458819814345e-09
